"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 16 15:21:11 GMT 2024","Wed Oct 16 15:21:11 GMT 2024","363","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.delete.DeletePlayerNegativeTests","com.companyname.playerservice.functionaltests.delete.DeletePlayerNegativeTests","testDeletePlayerByInvalidId","testDeletePlayerByInvalidId","Verify that player controller api returns NOT_FOUND when DELETE operation is performed on non existent user"
"failed","Wed Oct 16 15:21:07 GMT 2024","Wed Oct 16 15:21:11 GMT 2024","3900","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.delete.DeletePlayerNegativeTests","com.companyname.playerservice.functionaltests.delete.DeletePlayerNegativeTests","testDeletePlayerByInvalidId","testDeletePlayerByInvalidId","Verify that player controller api returns NOT_FOUND when DELETE operation is performed on non existent user"
"failed","Wed Oct 16 15:21:14 GMT 2024","Wed Oct 16 15:21:14 GMT 2024","346","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.update.UpdatePlayerNegativeTests","com.companyname.playerservice.functionaltests.update.UpdatePlayerNegativeTests","testEditorCanNotUpdatePlayerByInvalidId","testEditorCanNotUpdatePlayerByInvalidId","Verify that player controller api returns NOT_FOUND when UPDATE operation is performed on non existent user"
"passed","Wed Oct 16 15:21:14 GMT 2024","Wed Oct 16 15:21:15 GMT 2024","994","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.get.GetPlayerByIdTests","com.companyname.playerservice.functionaltests.get.GetPlayerByIdTests","verifyThatUserCanRetrievePlayerById","verifyThatUserCanRetrievePlayerById","Verify that Editor is able to GET Player by id"
"failed","Wed Oct 16 15:21:11 GMT 2024","Wed Oct 16 15:21:13 GMT 2024","1131","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.create.CreatePlayerTests","com.companyname.playerservice.functionaltests.create.CreatePlayerTests","testPlayerWithAllFieldsCanBeCreated","testPlayerWithAllFieldsCanBeCreated","Verify that user with different roles are able to CREATE Players"
"failed","Wed Oct 16 15:21:15 GMT 2024","Wed Oct 16 15:21:15 GMT 2024","340","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.get.GetPlayerByIdTests","com.companyname.playerservice.functionaltests.get.GetPlayerByIdTests","verifyThatUserCanRetrievePlayerById","verifyThatUserCanRetrievePlayerById","Verify that Editor is able to GET Player by id"
"failed","Wed Oct 16 15:21:13 GMT 2024","Wed Oct 16 15:21:13 GMT 2024","349","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.create.CreatePlayerTests","com.companyname.playerservice.functionaltests.create.CreatePlayerTests","testPlayerCanBeCreatedWithRequiredFieldsOnly","testPlayerCanBeCreatedWithRequiredFieldsOnly","Verify That user with different roles are able to CREATE Player with required fields only"
"passed","Wed Oct 16 15:21:13 GMT 2024","Wed Oct 16 15:21:25 GMT 2024","11287","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.update.UpdatePlayerTests","com.companyname.playerservice.functionaltests.update.UpdatePlayerTests","testEditorCanUpdatePlayer","testEditorCanUpdatePlayer","Verify that editor is able to UPDATE Player"
"failed","Wed Oct 16 15:21:13 GMT 2024","Wed Oct 16 15:21:13 GMT 2024","347","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.delete.DeletePlayerTests","com.companyname.playerservice.functionaltests.delete.DeletePlayerTests","testDeletePlayerById","testDeletePlayerById","Verify that user with different roles are able to CREATE Players"
"failed","Wed Oct 16 15:21:13 GMT 2024","Wed Oct 16 15:21:13 GMT 2024","348","Surefire suite","Surefire test","com.companyname.playerservice.functionaltests.create.CreatePlayerTests","com.companyname.playerservice.functionaltests.create.CreatePlayerTests","testPlayerWithAllFieldsCanBeCreated","testPlayerWithAllFieldsCanBeCreated","Verify that user with different roles are able to CREATE Players"
